CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,Cluster,GPI,GPI_Rank,Cluster_Label
Pizza,26372,Urban Pizza House,QSR,South Auckland,1.05,31.92,1973,431,13757.52,540,308,546.625,17236.8,9831.36,21184.489999999998,0.275863949,0.423654155,0.31,8,2.36,1637.84,4133.89,-164.06,-93.58,5018.58,0.28,0.35,0.2,0.45,2,0.4880397478732783,257.0,Dependent Low Margin
Pizza,26009,Classic Pizza Diner,QSR,North Shore,1.03,31.87,1652,330,10517.1,463,264,546.625,14755.81,8413.68,18962.65,0.217166916,0.448875435,0.29,5,1.48,880.6,3512.27,648.63,369.85,5452.12,0.25,0.35,0.2,0.45,2,0.05736492624093886,837.0,Dependent Low Margin
Pizza,25809,Classic Pizza Cafe,Full-service,West Auckland,1.04,42.7,999,285,12169.5,250,143,321.0,10675.0,6106.1,13706.7,0.383385897,0.49206828,0.28,4,1.18,378.78,1515.66,-1659.47,-949.22,1328.33,0.4,0.35,0.2,0.45,0,-0.11708481901976336,1058.0,High-Growth
Pizza,25754,Lucky Pizza Kitchen,QSR,South Auckland,1.05,46.67,1006,232,10827.44,271,155,348.0,12647.57,7233.85,16241.16,0.246417473,0.420369215,0.27,10,2.95,1026.6,3607.85,799.49,457.28,4385.17,0.3,0.35,0.2,0.45,2,0.5975623048668824,149.0,Dependent Low Margin
Pizza,25769,Lucky Pizza Bistro,Full-service,West Auckland,1.04,35.07,1328,437,15325.59,312,178,401.0,10941.84,6242.46,14063.07,0.371737949,0.460590567,0.29,6,1.77,709.77,2569.66,-1338.5,-763.63,1648.21,0.49,0.35,0.2,0.45,0,-0.12190457031158765,1068.0,High-Growth
Pizza,25407,King Pizza Kitchen,Full-service,South Auckland,1.05,33.45,638,207,6924.15,151,86,194.0,5050.95,2876.7,6489.3,0.371235733,0.526855572,0.27,15,4.43,859.42,705.63,-849.02,-483.55,-198.1,0.48,0.35,0.2,0.45,1,-0.3619272090642346,1313.0,Stable Performers
Pizza,25163,King Pizza Grill,Full-service,CBD,1.0,32.14,1958,518,16648.52,504,288,546.625,16198.56,9256.32,20826.72,0.383340089,0.498660931,0.27,12,3.54,1974.58125,1964.51,-2462.2,-1406.97,163.61,0.36,0.35,0.2,0.45,0,-0.4410013695930479,1383.0,High-Growth
Pizza,25570,Top Pizza Eatery,Ghost Kitchen,South Auckland,1.05,40.57,1674,138,5598.66,538,307,546.625,21826.66,12454.99,21184.489999999998,0.250997439,0.303737457,0.28,7,2.07,1430.37,2492.89,3607.19,2058.38,6276.405000000001,0.09,0.35,0.2,0.45,2,0.8833440593151864,28.0,Dependent Low Margin
Pizza,25207,King Pizza Cafe,Cafe,South Auckland,1.05,42.25,1507,365,15421.25,400,228,514.0,16900.0,9633.0,21184.489999999998,0.212588603,0.365123185,0.28,12,3.54,1819.56,5436.3550000000005,2404.67,1370.66,6276.405000000001,0.32,0.35,0.2,0.45,2,0.871880819125326,31.0,Dependent Low Margin
Pizza,26542,Classic Pizza Kitchen,Full-service,South Auckland,1.05,35.4,758,216,7646.4,190,108,244.0,6726.0,3823.2,8637.6,0.379709643,0.538602243,0.32,16,4.72,1151.68,624.62,-1602.89,-911.11,-446.09,0.4,0.35,0.2,0.45,1,-0.3839698572068857,1327.0,Stable Performers
Pizza,25613,Top Pizza Kitchen,QSR,West Auckland,1.04,35.79,601,127,4545.33,166,95,213.0,5941.14,3400.05,7623.27,0.273536872,0.379405078,0.29,3,0.89,189.57,1577.49,338.99,194.0,2456.15,0.27,0.35,0.2,0.45,1,-0.2880556048196164,1230.0,Stable Performers
Pizza,25965,Urban Pizza Kitchen,Ghost Kitchen,CBD,1.0,37.35,1243,113,4220.55,396,226,508.0,14790.6,8441.1,18973.8,0.261534472,0.329363201,0.29,16,4.72,1974.58125,1726.64,1761.59,1005.35,5364.47,0.1,0.35,0.2,0.45,2,-0.26605943871241156,1209.0,Dependent Low Margin
Pizza,25251,Top Pizza Tavern,QSR,West Auckland,1.04,39.53,850,196,7747.88,229,131,294.0,9052.37,5178.43,11621.82,0.210827452,0.443278018,0.28,16,4.72,1387.68,2679.95,596.5,341.23,2632.24,0.3,0.35,0.2,0.45,1,0.167636737169134,674.0,Stable Performers
Pizza,26019,Top Pizza House,Cafe,CBD,1.0,33.37,1573,473,15784.01,385,220,495.0,12847.45,7341.4,16518.15,0.205387952,0.375505005,0.32,4,1.18,584.1,5436.3550000000005,1273.27,727.58,6276.405000000001,0.43,0.35,0.2,0.45,2,-0.39372308414622886,1340.0,Dependent Low Margin
Pizza,26305,Classic Pizza Eatery,Full-service,West Auckland,1.04,42.95,1726,560,23020.373750000002,408,233,525.0,17523.6,10007.35,21184.489999999998,0.360291346,0.463856639,0.29,8,2.36,1239.0,4229.59,-2000.28,-1142.32,2726.24,0.48,0.35,0.2,0.45,0,0.41479082547652224,353.0,High-Growth
Pizza,25173,Urban Pizza Kitchen,Full-service,South Auckland,1.05,46.48,1243,414,19242.72,290,166,373.0,13479.2,7715.68,17337.04,0.374779672,0.510911426,0.31,11,3.25,1212.25,2199.61,-2637.76,-1509.89,769.53,0.5,0.35,0.2,0.45,0,0.2959101005217471,514.0,High-Growth
Pizza,25419,Urban Pizza Grill,Cafe,North Shore,1.03,46.18,1408,402,18564.36,352,201,453.0,16255.36,9282.18,20919.54,0.241740225,0.350460663,0.28,3,0.89,403.17,5436.3550000000005,2077.42,1186.25,6276.405000000001,0.4,0.35,0.2,0.45,2,0.4986640227052145,242.0,Dependent Low Margin
Pizza,25701,Lucky Pizza Eatery,Full-service,North Shore,1.03,39.54,1766,486,19216.44,448,256,546.625,17713.92,10122.24,21184.489999999998,0.360499115,0.49761104,0.32,11,3.25,1872.0,2726.62,-3155.03,-1802.87,1359.55,0.38,0.35,0.2,0.45,0,0.06452391616091536,824.0,High-Growth
Pizza,25298,Classic Pizza Eatery,QSR,South Auckland,1.05,46.82,1915,395,18493.9,532,304,546.625,24908.24,14233.28,21184.489999999998,0.212524152,0.379625273,0.33,17,5.02,1974.58125,5436.3550000000005,1939.12,1108.07,6276.405000000001,0.26,0.35,0.2,0.45,2,1.1623653012886754,2.0,Dependent Low Margin
Pizza,25825,Urban Pizza Tavern,Full-service,North Shore,1.03,45.63,1933,562,23020.373750000002,480,274,546.625,21902.4,12502.62,21184.489999999998,0.388536868,0.507756362,0.29,11,3.25,1974.58125,2659.46,-4080.27,-2329.15,914.48,0.41,0.35,0.2,0.45,0,0.3923442957864147,386.0,High-Growth
Pizza,26026,Top Pizza House,QSR,South Auckland,1.05,38.89,1752,361,14039.29,487,278,546.625,18939.43,10811.42,21184.489999999998,0.208394579,0.36435966,0.29,15,4.43,1974.58125,5436.3550000000005,2599.36,1483.82,6276.405000000001,0.26,0.35,0.2,0.45,2,0.9167795473872443,21.0,Dependent Low Margin
Pizza,25099,King Pizza Corner,Cafe,West Auckland,1.04,44.19,1161,281,12417.39,308,176,396.0,13610.52,7777.44,17499.24,0.228979937,0.36802016,0.32,18,5.31,1974.58125,5004.21,1129.67,645.53,4949.43,0.32,0.35,0.2,0.45,2,0.4951831792396255,248.0,Dependent Low Margin
Pizza,25827,King Pizza Cafe,Cafe,North Shore,1.03,37.15,1367,307,11405.05,371,212,477.0,13782.65,7875.8,17720.55,0.261949095,0.413957369,0.29,12,3.54,1688.58,3696.3,469.9,268.51,4054.54,0.29,0.35,0.2,0.45,2,0.11953696660323612,745.0,Dependent Low Margin
Pizza,26031,Classic Pizza Grill,QSR,South Auckland,1.05,38.06,1219,259,9857.54,336,192,432.0,12788.16,7307.52,16441.92,0.262302445,0.41514843,0.32,16,4.72,1974.58125,3179.54,32.6,18.63,3264.29,0.27,0.35,0.2,0.45,2,0.34194168257123164,449.0,Dependent Low Margin
Pizza,26462,Top Pizza Kitchen,Full-service,South Auckland,1.05,34.28,959,336,11518.08,218,125,280.0,7473.04,4285.0,9598.4,0.354684281,0.463633687,0.31,14,4.13,1156.4,2092.63,-958.93,-549.84,587.46,0.54,0.35,0.2,0.45,0,-0.15092300619270513,1097.0,High-Growth
Pizza,26156,Lucky Pizza Cafe,Cafe,South Auckland,1.05,36.42,1480,314,11435.88,408,233,525.0,14859.36,8485.86,19120.5,0.221691654,0.40473767,0.3,11,3.25,1706.25,4272.11,1093.21,624.31,5436.61,0.27,0.35,0.2,0.45,2,0.5226286290772989,217.0,Dependent Low Margin
Pizza,25185,Lucky Pizza Eatery,Cafe,South Auckland,1.05,44.86,1890,401,17988.86,521,298,546.625,23372.06,13368.28,21184.489999999998,0.26823447,0.363766532,0.31,11,3.25,1974.58125,5436.3550000000005,1355.56,775.35,6276.405000000001,0.27,0.35,0.2,0.45,2,1.0036100608123244,8.0,Dependent Low Margin
Pizza,25306,Top Pizza Bistro,Cafe,North Shore,1.03,32.49,1874,443,14393.07,501,286,546.625,16277.49,9292.14,20923.56,0.211561268,0.428478834,0.3,10,2.95,1899.8,5180.93,976.0,557.16,5631.84,0.31,0.35,0.2,0.45,2,0.27434305098512013,537.0,Dependent Low Margin
Pizza,26683,Classic Pizza Kitchen,Ghost Kitchen,North Shore,1.03,31.6,1152,75,2370.0,377,215,485.0,11913.2,6794.0,15326.0,0.277710302,0.246876524,0.31,16,4.72,1974.58125,1126.73,1970.6,1123.82,4996.98,0.07,0.35,0.2,0.45,2,0.0025814704351147313,908.0,Dependent Low Margin
Pizza,26199,Urban Pizza House,Ghost Kitchen,CBD,1.0,41.76,1550,114,4760.64,503,287,546.625,21005.28,11985.12,21184.489999999998,0.25115767,0.283551557,0.32,12,3.54,1974.58125,2215.08,3051.87,1741.33,6276.405000000001,0.08,0.35,0.2,0.45,2,0.017654409196464646,892.0,Dependent Low Margin
Pizza,26685,Top Pizza Grill,Cafe,South Auckland,1.05,32.52,1572,381,12390.12,417,238,536.0,13560.84,7739.76,17430.72,0.264908879,0.431599406,0.28,15,4.43,1974.58125,3760.3,318.57,181.82,2915.6,0.32,0.35,0.2,0.45,2,0.4378475847144602,318.0,Dependent Low Margin
Pizza,25878,Classic Pizza Cafe,Full-service,South Auckland,1.05,43.16,1772,469,20242.04,456,261,546.625,19680.96,11264.76,21184.489999999998,0.372721858,0.544081088,0.3,7,2.07,1213.02,1684.08,-4266.89,-2442.23,891.18,0.36,0.35,0.2,0.45,0,0.43822275597857685,316.0,High-Growth
Pizza,26040,Classic Pizza Eatery,Cafe,West Auckland,1.04,45.41,645,167,7583.47,167,96,215.0,7583.47,4359.36,9763.15,0.237470008,0.35193967,0.33,8,2.36,507.4,3113.7,611.15,351.32,3501.25,0.35,0.35,0.2,0.45,1,0.10192384554284041,771.0,Stable Performers
Pizza,26527,Lucky Pizza Grill,QSR,West Auckland,1.04,40.03,1788,334,13370.02,509,291,546.625,20375.27,11648.73,21184.489999999998,0.26533634,0.355893924,0.3,4,1.18,771.72,5064.16,1604.95,917.57,6276.405000000001,0.23,0.35,0.2,0.45,2,0.5868153559239474,157.0,Dependent Low Margin
Pizza,25476,King Pizza House,Cafe,North Shore,1.03,33.94,1230,312,10589.28,321,184,413.0,10894.74,6244.96,14017.22,0.235909214,0.432622271,0.3,14,4.13,1705.69,3510.01,342.84,196.52,2940.58,0.34,0.35,0.2,0.45,2,-0.059566301198990645,993.0,Dependent Low Margin
Pizza,26447,Lucky Pizza Tavern,QSR,CBD,1.0,37.78,510,105,3966.9,142,81,182.0,5364.76,3060.18,6875.96,0.21940292,0.387422295,0.29,11,3.25,591.5,1559.69,553.51,315.73,2111.95,0.26,0.35,0.2,0.45,1,-0.753723947679941,1569.0,Stable Performers
Pizza,26204,Urban Pizza Grill,Full-service,South Auckland,1.05,38.05,1440,480,18264.0,336,192,432.0,12784.8,7305.6,16437.6,0.354036158,0.469472704,0.31,14,4.13,1784.16,3223.43,-1706.88,-975.36,1116.93,0.5,0.35,0.2,0.45,0,0.25358939001387604,558.0,High-Growth
Pizza,25357,Classic Pizza Tavern,Full-service,CBD,1.0,30.21,1163,314,9485.94,297,170,382.0,8972.37,5135.7,11540.22,0.397544512,0.521062245,0.28,12,3.54,1352.28,772.09,-1781.97,-1019.98,-412.98,0.37,0.35,0.2,0.45,0,-1.0590191330003713,1670.0,High-Growth
Pizza,26005,Top Pizza Cafe,Full-service,South Auckland,1.05,43.39,729,243,10543.77,170,97,219.0,7376.3,4208.83,9502.41,0.372089598,0.506588339,0.28,10,2.95,646.05,1279.19,-1170.46,-667.85,506.8,0.5,0.35,0.2,0.45,1,-0.029274537254818375,954.0,Stable Performers
Pizza,26248,Lucky Pizza Bistro,QSR,North Shore,1.03,34.53,610,110,3798.3,175,100,225.0,6042.75,3453.0,7769.25,0.205075883,0.422484086,0.29,14,4.13,929.25,1414.64,498.16,284.67,1964.33,0.22,0.35,0.2,0.45,1,-0.31476797090252207,1261.0,Stable Performers
Pizza,26087,King Pizza Diner,QSR,West Auckland,1.04,36.97,562,97,3586.09,163,93,209.0,6026.11,3438.21,7726.73,0.211319309,0.364706583,0.33,15,4.43,925.87,1520.41,566.3,323.1,2350.06,0.21,0.35,0.2,0.45,1,-0.12997523602106503,1079.0,Stable Performers
Pizza,25927,Urban Pizza Diner,Cafe,North Shore,1.03,36.69,1847,518,19005.42,465,266,546.625,17060.85,9759.54,21184.489999999998,0.2245838,0.426185135,0.29,12,3.54,1974.58125,5436.3550000000005,1010.53,578.07,5545.43,0.39,0.35,0.2,0.45,2,0.43163279036897473,330.0,Dependent Low Margin
Pizza,25646,Top Pizza Kitchen,Full-service,West Auckland,1.04,39.04,956,287,11204.48,234,134,301.0,9135.36,5231.36,11751.04,0.357817518,0.527648158,0.3,5,1.48,445.48,1283.3,-1694.3,-970.24,900.42,0.43,0.35,0.2,0.45,0,-0.3190391743262911,1266.0,High-Growth
Pizza,25323,Lucky Pizza Cafe,QSR,CBD,1.0,40.18,1324,238,9562.84,380,217,489.0,15268.4,8719.06,19648.02,0.226196178,0.421025983,0.28,9,2.66,1300.74,3373.56,1111.2,634.55,5630.65,0.22,0.35,0.2,0.45,2,-0.24320217556506515,1188.0,Dependent Low Margin
Pizza,26172,Top Pizza Cafe,Cafe,South Auckland,1.05,36.39,1808,468,17030.52,469,268,546.625,17066.91,9752.52,21184.489999999998,0.27470432,0.355725291,0.28,13,3.84,1974.58125,5436.3550000000005,1528.69,873.54,5794.03,0.35,0.35,0.2,0.45,2,0.7764964785180214,52.0,Dependent Low Margin
Pizza,25201,Lucky Pizza Kitchen,QSR,West Auckland,1.04,41.26,893,195,8045.7,244,140,314.0,10067.44,5776.4,12955.64,0.231416653,0.404841994,0.33,18,5.31,1667.34,2926.55,339.69,194.9,3045.16,0.28,0.35,0.2,0.45,2,0.15438507604551835,699.0,Dependent Low Margin
Pizza,25687,Classic Pizza Corner,Cafe,West Auckland,1.04,33.9,1465,403,13661.7,372,212,478.0,12610.8,7186.8,16204.2,0.27844196,0.387741361,0.29,6,1.77,846.06,4560.5,552.56,314.9,4563.17,0.38,0.35,0.2,0.45,2,0.17321009747582483,662.0,Dependent Low Margin
Pizza,26378,King Pizza Cafe,Ghost Kitchen,West Auckland,1.04,42.33,1544,73,3090.09,515,294,546.625,21799.95,12445.02,21184.489999999998,0.266469525,0.296299077,0.3,9,2.66,1760.92,1351.08,2991.64,1707.85,6276.405000000001,0.05,0.35,0.2,0.45,2,0.6563903119276607,114.0,Dependent Low Margin
Pizza,25530,Classic Pizza Corner,QSR,North Shore,1.03,38.97,1767,364,14185.08,491,281,546.625,19134.27,10950.57,21184.489999999998,0.201766975,0.403794487,0.31,5,1.48,933.88,5436.3550000000005,1615.67,924.65,6276.405000000001,0.26,0.35,0.2,0.45,2,0.3967843420865506,377.0,Dependent Low Margin
Pizza,26218,Lucky Pizza Bistro,Full-service,South Auckland,1.05,37.0,1193,322,11914.0,305,174,392.0,11285.0,6438.0,14504.0,0.365280652,0.468981652,0.32,17,5.02,1967.84,1974.6,-1740.85,-993.14,436.02,0.37,0.35,0.2,0.45,0,0.05950065525147992,834.0,High-Growth
Pizza,25989,Classic Pizza Grill,QSR,CBD,1.0,43.26,1794,414,17909.64,483,276,546.625,20894.58,11939.76,21184.489999999998,0.222421053,0.400567385,0.27,8,2.36,1465.56,5436.3550000000005,2235.96,1277.69,6276.405000000001,0.3,0.35,0.2,0.45,2,0.19048096138085346,641.0,Dependent Low Margin
Pizza,25533,Urban Pizza Kitchen,Cafe,West Auckland,1.04,39.97,1712,415,16587.55,454,259,546.625,18146.38,10352.23,21184.489999999998,0.268391657,0.386257218,0.28,12,3.54,1974.58125,5436.3550000000005,1185.89,676.53,5993.99,0.32,0.35,0.2,0.45,2,0.635774155382586,124.0,Dependent Low Margin
Pizza,25897,Top Pizza Grill,QSR,CBD,1.0,40.49,734,137,5547.13,209,119,269.0,8462.41,4818.31,10891.81,0.250187469,0.406437873,0.32,5,1.48,398.12,1904.74,197.81,112.63,3341.85,0.23,0.35,0.2,0.45,1,-0.755956969839064,1571.0,Stable Performers
Pizza,26059,King Pizza Corner,QSR,CBD,1.0,41.01,1536,326,13369.26,424,242,544.0,17388.24,9924.42,21184.489999999998,0.223241485,0.408812939,0.29,3,0.89,484.16,4919.16,1355.34,773.56,6276.405000000001,0.27,0.35,0.2,0.45,2,-0.16153077698069737,1106.0,Dependent Low Margin
Pizza,25656,Classic Pizza Cafe,Full-service,CBD,1.0,33.55,1917,548,18385.4,479,274,546.625,16070.45,9192.7,20666.8,0.391183319,0.468937353,0.33,8,2.36,1453.76,2571.74,-3055.32,-1747.72,1437.1,0.4,0.35,0.2,0.45,0,-0.6000571440180703,1483.0,High-Growth
Pizza,25657,Top Pizza House,Ghost Kitchen,West Auckland,1.04,44.67,1309,74,3305.58,432,247,546.625,19297.44,11033.49,21184.489999999998,0.264117753,0.24523503737500002,0.29,8,2.36,1312.16,1624.41,3886.77,2222.3,6276.405000000001,0.06,0.35,0.2,0.45,2,0.6883829552668334,95.0,Dependent Low Margin
Pizza,26185,Lucky Pizza Grill,Full-service,West Auckland,1.04,41.54,1614,418,17363.72,419,239,538.0,17405.26,9928.06,21184.489999999998,0.374863437,0.524074592,0.32,13,3.84,1974.58125,1754.81,-3810.67,-2173.63,192.67,0.35,0.35,0.2,0.45,0,0.16407600061974154,680.0,High-Growth
Pizza,25620,Urban Pizza Bistro,QSR,South Auckland,1.05,43.51,1521,332,14445.32,416,238,535.0,18100.16,10355.38,21184.489999999998,0.265463374,0.448396007,0.3,16,4.72,1974.58125,4133.39,-250.86,-143.52,4135.54,0.28,0.35,0.2,0.45,2,0.7081355290661827,89.0,Dependent Low Margin
Pizza,26025,Urban Pizza Grill,Full-service,West Auckland,1.04,37.75,1344,410,15477.5,327,187,420.0,12344.25,7059.25,15855.0,0.39856462,0.466798004,0.27,17,5.02,1974.58125,2083.85,-1670.95,-955.56,26.28,0.44,0.35,0.2,0.45,0,0.10203694511435647,770.0,High-Growth
Pizza,25863,King Pizza Tavern,Full-service,CBD,1.0,33.33,970,296,9865.68,236,135,303.0,7865.88,4499.55,10098.99,0.373597342,0.482115126,0.31,7,2.07,627.21,1423.49,-1303.47,-745.63,829.95,0.44,0.35,0.2,0.45,0,-1.1133968517177018,1679.0,High-Growth
Pizza,26188,Classic Pizza Tavern,Full-service,South Auckland,1.05,33.24,1755,600,19944.0,404,231,520.0,13428.96,7678.44,17284.8,0.380446089,0.461335604,0.31,4,1.18,613.6,3155.51,-2038.27,-1165.45,2121.17,0.52,0.35,0.2,0.45,0,0.1372136379648461,728.0,High-Growth
Pizza,26271,Classic Pizza Bistro,QSR,South Auckland,1.05,39.47,1174,234,9235.98,329,188,423.0,12985.63,7420.36,16695.81,0.270539454,0.412952752,0.28,17,5.02,1974.58125,2923.26,474.08,270.9,3160.89,0.25,0.35,0.2,0.45,2,0.47502145451365696,273.0,Dependent Low Margin
Pizza,25504,Top Pizza Tavern,QSR,West Auckland,1.04,32.61,1703,340,11087.4,477,273,546.625,15554.97,8902.53,19989.93,0.210267849,0.409942657,0.3,15,4.43,1974.58125,4210.88,1241.12,710.33,4876.38,0.25,0.35,0.2,0.45,2,0.4208230734853263,350.0,Dependent Low Margin
Pizza,25894,King Pizza Grill,Cafe,CBD,1.0,36.87,1251,288,10618.56,337,193,433.0,12425.19,7115.91,15964.71,0.230757518,0.411095651,0.29,17,5.02,1974.58125,3803.0,846.74,484.93,3544.05,0.3,0.35,0.2,0.45,2,-0.33137903224218657,1278.0,Dependent Low Margin
Pizza,26194,Classic Pizza Cafe,Full-service,North Shore,1.03,39.04,1801,616,23020.373750000002,410,234,526.0,16006.4,9135.36,20535.04,0.392636619,0.514461832,0.28,17,5.02,1974.58125,2288.56,-2994.77,-1709.21,-732.78,0.54,0.35,0.2,0.45,0,0.1701139570772166,667.0,High-Growth
Pizza,26558,Top Pizza Kitchen,QSR,South Auckland,1.05,35.55,1184,244,8674.2,329,188,423.0,11695.95,6683.4,15037.65,0.232291806,0.425341091,0.32,8,2.36,998.28,2969.76,261.6,149.49,4150.12,0.26,0.35,0.2,0.45,2,0.1833030873571606,653.0,Dependent Low Margin
Pizza,25427,Lucky Pizza Bistro,QSR,North Shore,1.03,44.82,700,135,6050.7,198,113,254.0,8874.36,5064.66,11384.28,0.221595378,0.442231499,0.28,8,2.36,599.44,2034.08,498.5,284.5,3227.65,0.24,0.35,0.2,0.45,1,-0.007654196171568643,924.0,Stable Performers
Pizza,26357,Classic Pizza House,QSR,CBD,1.0,38.57,1817,419,16160.83,489,280,546.625,18860.73,10799.6,21184.489999999998,0.274983283,0.411861554,0.31,11,3.25,1974.58125,5060.85,59.51,34.07,5553.06,0.3,0.35,0.2,0.45,2,-0.13335013320271014,1082.0,Dependent Low Margin
Pizza,25791,Classic Pizza Bistro,Ghost Kitchen,South Auckland,1.05,46.18,1554,45,2078.1,528,302,546.625,24383.04,13946.36,21184.489999999998,0.26082389,0.285453698,0.31,5,1.48,1004.92,942.88,3504.39,2004.4,6276.405000000001,0.03,0.35,0.2,0.45,2,0.9051765094958668,26.0,Dependent Low Margin
Pizza,25753,Urban Pizza Kitchen,QSR,West Auckland,1.04,38.52,799,179,6895.08,217,124,279.0,8358.84,4776.48,10747.08,0.227842675,0.371170261,0.32,10,2.95,823.05,2764.84,676.96,386.83,3486.39,0.29,0.35,0.2,0.45,1,-0.0002819101522429403,913.0,Stable Performers
Pizza,25147,King Pizza Eatery,QSR,CBD,1.0,36.78,1208,264,9709.92,330,189,425.0,12137.4,6951.42,15631.5,0.233279584,0.399572163,0.27,12,3.54,1504.5,3564.98,1179.13,675.32,4234.58,0.28,0.35,0.2,0.45,2,-0.34684256492098553,1294.0,Dependent Low Margin
Pizza,26576,King Pizza Kitchen,Full-service,North Shore,1.03,39.31,713,250,9827.5,162,93,208.0,6368.22,3655.83,8176.48,0.365208661,0.481922785,0.31,17,5.02,1044.16,1502.32,-1000.65,-574.45,205.77,0.54,0.35,0.2,0.45,1,-0.45861260344557936,1393.0,Stable Performers
Pizza,25231,Top Pizza House,Full-service,CBD,1.0,30.58,1608,459,14036.22,402,230,517.0,12293.16,7033.4,15809.86,0.37593186,0.479613356,0.32,3,0.89,460.13,2027.6,-2158.01,-1234.68,1823.68,0.4,0.35,0.2,0.45,0,-0.9001942663208945,1630.0,High-Growth
Pizza,26645,Urban Pizza Tavern,Cafe,North Shore,1.03,45.34,666,172,7798.48,173,99,222.0,7843.82,4488.66,10065.48,0.224250628,0.428476973,0.29,11,3.25,721.5,2708.2,449.23,257.08,2773.96,0.35,0.35,0.2,0.45,1,0.009733066374293825,897.0,Stable Performers
Pizza,25757,Top Pizza Kitchen,Cafe,South Auckland,1.05,38.02,1872,386,14675.72,520,297,546.625,19770.4,11291.94,21184.489999999998,0.210788026,0.40931863,0.33,12,3.54,1974.58125,5436.3550000000005,986.41,563.39,6276.405000000001,0.26,0.35,0.2,0.45,2,0.7470957652790283,66.0,Dependent Low Margin
Pizza,25314,Lucky Pizza Eatery,QSR,South Auckland,1.05,38.23,1116,186,7110.78,326,186,418.0,12462.98,7110.78,15980.14,0.217746736,0.420422326,0.32,3,0.89,372.02,2572.9,521.34,297.45,5410.09,0.2,0.35,0.2,0.45,2,0.2088234565823642,608.0,Dependent Low Margin
Pizza,26635,Urban Pizza Eatery,Ghost Kitchen,South Auckland,1.05,33.14,1066,60,1988.4,352,201,453.0,11665.28,6661.14,15012.42,0.266349605,0.24646977,0.31,14,4.13,1870.89,968.71,2066.86,1180.22,5442.87,0.06,0.35,0.2,0.45,2,0.3219692591935945,477.0,Dependent Low Margin
Pizza,26287,Lucky Pizza Diner,Full-service,North Shore,1.03,37.66,784,250,9415.0,187,107,240.0,7042.42,4029.62,9038.4,0.356693006,0.507279146,0.31,7,2.07,496.8,1280.7,-1225.18,-701.04,732.67,0.47,0.35,0.2,0.45,1,-0.6035889231215996,1485.0,Stable Performers
Pizza,25924,King Pizza Corner,Full-service,North Shore,1.03,37.23,1287,423,15748.29,302,173,389.0,11243.46,6440.79,14482.47,0.396817928,0.530299018,0.27,16,4.72,1836.08,1147.78,-2216.28,-1269.59,-780.55,0.49,0.35,0.2,0.45,0,-0.2072162631860098,1149.0,High-Growth
Pizza,26086,Top Pizza House,QSR,South Auckland,1.05,42.92,1520,304,13047.68,426,243,546.625,18283.92,10429.56,21184.489999999998,0.258586944,0.380055402,0.3,12,3.54,1936.38,4714.88,1121.86,639.93,6276.405000000001,0.25,0.35,0.2,0.45,2,0.7508751964378151,64.0,Dependent Low Margin
Pizza,25966,Classic Pizza House,Cafe,CBD,1.0,35.69,1155,273,9743.37,309,176,397.0,11028.21,6281.44,14168.93,0.22183819,0.38376959,0.33,10,2.95,1171.15,3842.71,710.13,404.48,4416.97,0.31,0.35,0.2,0.45,2,-0.5634864303250205,1461.0,Dependent Low Margin
Pizza,26453,King Pizza Cafe,Full-service,South Auckland,1.05,34.03,1597,532,18103.96,373,213,479.0,12693.19,7248.39,16300.37,0.352824208,0.478757399,0.31,9,2.66,1274.14,3049.04,-1797.12,-1026.24,1471.14,0.5,0.35,0.2,0.45,0,0.14537298112848998,709.0,High-Growth
Pizza,25684,Lucky Pizza Cafe,Ghost Kitchen,South Auckland,1.05,32.73,579,16,523.68,197,113,253.0,6447.81,3698.49,8280.69,0.297161237,0.348697689,0.33,5,1.48,374.44,185.46,155.66,89.29,2558.09,0.03,0.35,0.2,0.45,1,-0.32810211839885417,1272.0,Stable Performers
Pizza,26091,King Pizza Grill,Full-service,CBD,1.0,35.31,1086,357,12605.67,255,146,328.0,9004.05,5155.26,11581.68,0.394978213,0.50199599,0.32,12,3.54,1161.12,1298.71,-1953.65,-1118.56,32.09,0.49,0.35,0.2,0.45,0,-1.0136680568451595,1661.0,High-Growth
Pizza,26631,Lucky Pizza Corner,Full-service,West Auckland,1.04,38.6,1471,449,17331.4,358,204,460.0,13818.8,7874.4,17756.0,0.352456971,0.523055132,0.3,17,5.02,1974.58125,2157.55,-2425.37,-1382.05,-98.79,0.44,0.35,0.2,0.45,0,0.11786919214766758,748.0,High-Growth
Pizza,26063,Classic Pizza Diner,QSR,North Shore,1.03,43.18,1682,325,14033.5,475,271,546.625,20510.5,11701.78,21184.489999999998,0.25860716,0.377645603,0.3,13,3.84,1974.58125,5104.65,1307.49,745.96,6276.405000000001,0.24,0.35,0.2,0.45,2,0.5484035376358044,193.0,Dependent Low Margin
